1,3,499.30,156.21,33.34,76.36,1,-1,-1,-1
1,2,252.78,207.73,35.81,96.64,1,-1,-1,-1
1,1,649.44,231.50,44.42,86.13,1,-1,-1,-1
2,3,498.07,154.94,31.49,76.81,1,-1,-1,-1
2,2,253.63,220.32,40.17,88.38,1,-1,-1,-1
2,1,633.88,246.10,42.73,78.55,1,-1,-1,-1
3,3,497.12,158.55,31.34,77.57,1,-1,-1,-1
3,2,257.69,215.21,43.19,89.28,1,-1,-1,-1
3,1,623.80,251.74,36.10,70.51,1,-1,-1,-1
4,3,491.68,157.75,33.32,79.35,1,-1,-1,-1
4,2,271.01,214.33,40.78,90.22,1,-1,-1,-1
4,1,612.69,243.80,38.38,73.58,1,-1,-1,-1
5,3,486.54,157.30,36.06,85.24,1,-1,-1,-1
5,2,282.41,203.93,39.68,93.69,1,-1,-1,-1
5,1,602.49,240.69,45.57,81.06,1,-1,-1,-1
6,3,484.01,158.20,35.15,81.06,1,-1,-1,-1
6,2,281.59,200.79,38.38,91.29,1,-1,-1,-1
6,1,596.37,237.88,47.30,86.56,1,-1,-1,-1
7,3,476.84,157.11,43.87,87.88,1,-1,-1,-1
7,2,288.21,205.65,39.08,91.68,1,-1,-1,-1
7,1,587.15,238.51,42.77,82.27,1,-1,-1,-1
8,3,474.89,161.57,40.41,83.04,1,-1,-1,-1
8,2,296.64,204.94,40.02,91.88,1,-1,-1,-1
8,1,576.68,239.16,41.74,81.37,1,-1,-1,-1
9,3,468.71,160.89,37.55,80.96,1,-1,-1,-1
9,2,294.37,202.18,40.96,90.99,1,-1,-1,-1
9,1,568.58,237.78,40.15,81.46,1,-1,-1,-1
10,3,467.57,162.71,37.83,79.12,1,-1,-1,-1
10,2,300.24,205.52,40.63,90.64,1,-1,-1,-1
10,1,560.37,234.77,47.98,86.17,1,-1,-1,-1
11,3,465.80,166.10,37.43,77.75,1,-1,-1,-1
11,2,304.38,200.90,47.13,97.96,1,-1,-1,-1
11,1,545.21,236.25,44.67,83.90,1,-1,-1,-1
12,3,459.36,168.47,36.56,77.52,1,-1,-1,-1
12,2,311.96,200.29,49.94,94.82,1,-1,-1,-1
12,1,533.57,238.14,42.55,81.74,1,-1,-1,-1
13,3,457.30,171.41,35.59,76.86,1,-1,-1,-1
13,2,322.13,198.27,47.90,91.46,1,-1,-1,-1
13,1,521.52,237.19,45.95,84.29,1,-1,-1,-1
14,3,451.70,174.37,34.50,78.15,1,-1,-1,-1
14,2,328.80,197.11,42.99,85.74,1,-1,-1,-1
14,1,511.47,234.83,46.09,83.72,1,-1,-1,-1
15,4,720.45,282.63,43.69,129.12,1,-1,-1,-1
15,3,444.55,172.20,34.08,77.97,1,-1,-1,-1
15,2,331.95,195.90,41.93,83.52,1,-1,-1,-1
15,1,503.34,234.66,42.19,82.21,1,-1,-1,-1
16,4,713.19,275.33,50.29,132.84,1,-1,-1,-1
16,3,436.65,169.40,34.72,79.24,1,-1,-1,-1
16,2,338.34,196.66,41.00,82.54,1,-1,-1,-1
16,1,491.49,231.60,38.38,79.14,1,-1,-1,-1
17,4,709.87,270.81,51.90,132.50,1,-1,-1,-1
17,3,431.06,169.81,37.04,78.87,1,-1,-1,-1
17,2,340.08,201.46,42.83,86.57,1,-1,-1,-1
17,1,484.86,236.42,41.15,82.96,1,-1,-1,-1
18,4,702.98,268.58,48.99,122.81,1,-1,-1,-1
18,3,425.98,170.37,36.72,73.71,1,-1,-1,-1
18,2,346.81,186.49,44.65,95.00,1,-1,-1,-1
18,1,468.86,232.74,40.19,80.40,1,-1,-1,-1
19,4,699.21,273.15,48.86,116.29,1,-1,-1,-1
19,2,349.89,188.16,43.80,91.82,1,-1,-1,-1
19,1,458.43,235.43,39.95,80.04,1,-1,-1,-1
20,4,691.35,269.97,45.68,111.10,1,-1,-1,-1
20,2,352.92,188.37,45.97,86.93,1,-1,-1,-1
20,1,450.97,232.88,40.12,81.50,1,-1,-1,-1
21,5,727.73,266.39,37.34,105.11,1,-1,-1,-1
21,4,683.80,261.78,45.89,111.34,1,-1,-1,-1
21,2,354.27,190.05,47.08,87.59,1,-1,-1,-1
21,1,439.77,231.44,39.13,80.47,1,-1,-1,-1
22,5,726.12,266.46,36.77,102.84,1,-1,-1,-1
22,4,676.21,264.65,44.44,110.12,1,-1,-1,-1
22,2,359.09,189.23,46.85,83.77,1,-1,-1,-1
22,1,428.98,231.08,41.51,85.05,1,-1,-1,-1
23,5,717.66,268.88,37.91,102.09,1,-1,-1,-1
23,4,671.02,265.82,43.96,108.37,1,-1,-1,-1
23,2,362.24,190.05,43.05,83.99,1,-1,-1,-1
23,1,421.95,227.95,38.88,83.86,1,-1,-1,-1
24,4,665.73,263.49,45.69,108.60,1,-1,-1,-1
24,2,362.42,187.85,39.98,82.95,1,-1,-1,-1
24,1,411.76,206.05,43.10,100.32,1,-1,-1,-1
25,4,657.40,258.18,44.70,108.65,1,-1,-1,-1
25,2,370.26,185.65,38.64,84.37,1,-1,-1,-1
25,1,404.43,192.48,45.47,114.87,1,-1,-1,-1
26,6,689.84,262.75,39.34,101.61,1,-1,-1,-1
26,4,651.30,254.79,44.25,108.75,1,-1,-1,-1
26,2,372.45,181.73,37.72,87.09,1,-1,-1,-1
26,1,401.97,182.59,42.76,118.48,1,-1,-1,-1
27,6,689.48,259.09,37.92,100.44,1,-1,-1,-1
27,4,648.88,256.11,42.61,105.50,1,-1,-1,-1
27,2,374.52,183.02,36.57,89.41,1,-1,-1,-1
27,1,399.89,175.59,41.08,121.53,1,-1,-1,-1
28,4,643.26,255.74,40.98,101.45,1,-1,-1,-1
28,2,371.05,180.45,36.33,90.70,1,-1,-1,-1
28,1,394.89,172.90,42.63,129.35,1,-1,-1,-1
29,4,635.25,252.82,44.45,104.58,1,-1,-1,-1
29,2,375.40,174.53,36.14,93.11,1,-1,-1,-1
29,1,396.61,175.00,44.98,129.07,1,-1,-1,-1
30,4,626.90,250.12,43.13,103.00,1,-1,-1,-1
30,2,376.39,173.35,36.02,95.09,1,-1,-1,-1
31,6,664.72,249.67,37.44,96.77,1,-1,-1,-1
31,4,622.94,250.47,42.15,101.53,1,-1,-1,-1
31,2,375.88,175.00,35.62,96.42,1,-1,-1,-1
32,6,662.12,252.91,35.62,92.57,1,-1,-1,-1
32,4,618.57,249.50,39.70,98.95,1,-1,-1,-1
32,2,376.22,175.21,34.62,97.49,1,-1,-1,-1
33,6,652.36,253.04,39.28,90.41,1,-1,-1,-1
33,4,612.98,249.32,41.13,103.53,1,-1,-1,-1
33,2,377.74,173.66,34.15,101.18,1,-1,-1,-1
33,1,392.94,178.41,44.44,118.02,1,-1,-1,-1
34,6,640.90,251.51,35.71,86.10,1,-1,-1,-1
34,4,610.41,244.80,40.63,98.64,1,-1,-1,-1
34,2,377.47,170.86,34.73,97.13,1,-1,-1,-1
35,6,635.70,247.25,37.21,85.33,1,-1,-1,-1
35,4,606.23,240.78,42.41,99.64,1,-1,-1,-1
35,2,376.34,176.18,34.42,93.10,1,-1,-1,-1
36,6,628.06,250.55,37.17,86.74,1,-1,-1,-1
36,4,598.95,236.35,40.95,97.82,1,-1,-1,-1
36,2,380.42,170.36,36.51,100.24,1,-1,-1,-1
37,6,625.81,244.99,37.36,89.52,1,-1,-1,-1
37,4,594.29,237.78,40.94,95.39,1,-1,-1,-1
37,2,378.91,175.14,35.56,97.59,1,-1,-1,-1
38,6,619.94,241.93,36.60,88.52,1,-1,-1,-1
38,4,585.69,236.30,40.73,96.80,1,-1,-1,-1
38,2,376.45,176.88,34.09,91.22,1,-1,-1,-1
